BioComment,JRH_Final_Ref_Cod,DataSource,StationID,UID,Latitude,Longitude,Sta_Desc,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr
,Ref,VDEQ_BUG,6AFOX001.69,6AFOX001.69_2013,37.15916667,-82.16611111,Rt. 619 off Rt. 605 off 80 near Cannady,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS18,SWRO,Southwest,Russell Fork-Fox Creek,N,BS,Fox Creek-Russell Fork,0507020204,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020403,RL_6A_014917,IV,,,,,1,3.433244447,444,749,612.6732193,61.70028829,305,0.502218962,44.76444626,20.41327051,8.428449511,44.2622273,2309.45,1145.47,90.92327745,45.09726845,
,Ref,VDEQ_BUG,6AFOX001.69,6AFOX001.69_2015,37.15916667,-82.16611111,Rt. 619 off Rt. 605 off 80 near Cannady,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS18,SWRO,Southwest,Russell Fork-Fox Creek,N,BS,Fox Creek-Russell Fork,0507020204,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020403,RL_6A_014917,IV,,,,,2,3.433244447,444,749,612.6732193,61.70028829,305,0.502218962,44.76444626,20.41327051,8.428449511,44.2622273,2309.45,1145.47,90.92327745,45.09726845,
,Ref,VDEQ_BUG,6AFOX001.69,6AFOX001.69_2017,37.15916667,-82.16611111,Rt. 619 off Rt. 605 off 80 near Cannady,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS18,SWRO,Southwest,Russell Fork-Fox Creek,N,BS,Fox Creek-Russell Fork,0507020204,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020403,RL_6A_014917,IV,,,,,2,3.433244447,444,749,612.6732193,61.70028829,305,0.502218962,44.76444626,20.41327051,8.428449511,44.2622273,2309.45,1145.47,90.92327745,45.09726845,
,Ref,VDEQ_BUG,6AHAT000.12,,37.05381111,-82.32558056,Rt. 604,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS23,SWRO,Southwest,McClure Creek-Roaring Fork,N,BS,Roaring Fork-McClure Creek,0507020203,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Dickenson,051,050702020302,RL_6A_013220,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6ALLF001.69,,37.12522778,-82.27343889,Off Rt. 679,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS20,SWRO,Southwest,Lick Creek-Left Fork,N,BS,Left Fork-Lick Creek,0507020204,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Dickenson,051,050702020405,RL_6A_014641,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6APLL000.17,,37.10638889,-82.67111111,Off Rt. 671,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS28,SWRO,Southwest,North Fork Pound River-South Fork Pound River,N,BS,South Fork Pound River-North Fork Pound River,0507020205,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Wise,195,050702020501,RL_6A_004368,IV,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BBUC000.24,,36.93083333,-82.535,Off Burns Creek Road at Tacoma,69,Central Appalachians,69d,Dissected Appalachian Plateau,TC21,SWRO,Southwest,Guest River-Toms Creek,N,TC,Toms Creek-Guest River,0601020505,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Wise,195,060102050503,RL_6B_011292,V,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BCOC001.19,,36.82194444,-82.41166667,W of Barb Hollow,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TC22,SWRO,Southwest,Clinch River-Sinking Creek,N,TC,Sinking Creek-Clinch River,0601020506,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050601,RL_6B_007353,V,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BCOV007.56,,36.791639,-82.69545,Along Rt. 722,69,Central Appalachians,69d,Dissected Appalachian Plateau,TC25,SWRO,Southwest,Cove Creek,N,TC,Cove Creek,0601020506,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050604,RL_6B_003412,V,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BCRC000.20,,36.93888889,-82.59416667,South of Ramsey,69,Central Appalachians,69d,Dissected Appalachian Plateau,TC19,SWRO,Southwest,Guest River-Rocky Fork,N,TC,Rocky Fork-Guest River,0601020505,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Norton,720,060102050501,RL_6B_011294,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BCRC002.17,,36.92333333,-82.59222222,"South of Ramsey, unpaved road",69,Central Appalachians,69d,Dissected Appalachian Plateau,TC19,SWRO,Southwest,Guest River-Rocky Fork,N,TC,Rocky Fork-Guest River,0601020505,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Wise,195,060102050501,RL_6B_011350,V,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BLSR001.48,,36.861419,-82.447089,Off NF- 805 off Rt. 72,69,Central Appalachians,69d,Dissected Appalachian Plateau,TC23,SWRO,Southwest,Clinch River-Little Stony Creek,N,TC,Little Stony Creek-Clinch River,0601020506,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050602,RL_6B_007319,V,ESW-29,,Yes,Yes,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BLSR004.22,,36.86888889,-82.46527778,Off F.R. 701,69,Central Appalachians,69d,Dissected Appalachian Plateau,TC23,SWRO,Southwest,Clinch River-Little Stony Creek,N,TC,Little Stony Creek-Clinch River,0601020506,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050602,,,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BPAT000.13,,36.68833333,-82.86916667,"Rt 603, E of Powers Ford",67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TC31,SWRO,Southwest,Upper North Fork Clinch River,N,TC,Upper North Fork Clinch River,0601020508,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050801,RL_6B_002753,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BPLC000.49,,36.67916667,-82.5725,"SE of Cox Mill, Rt 619",67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TC30,SWRO,Southwest,Copper Creek-Obeys Creek,N,TC,Obeys Creek-Copper Creek,0601020507,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050703,RL_6B_004715,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BSNY005.68,,36.82666667,-82.60861111,Off Rt. 657,69,Central Appalachians,69d,Dissected Appalachian Plateau,TC24,SWRO,Southwest,Stony Creek-Straight Fork,N,TC,Straight Fork-Stony Creek,0601020506,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Scott,169,060102050603,RL_6B_006690,V,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6BTRA000.50,,36.72023889,-83.19365278,Off Rt. 656 off Rt. 659,67,Ridge and Valley,67h,Southern Sandstone Ridges,TP12,SWRO,Southwest,Hardy Creek,N,TP,Hardy Creek,0601020603,Tennessee and Big Sandy River Basin,6B,Tennessee-Clinch,Lee,105,060102060303,RL_6B_000491,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CBER004.10,,36.91111111,-81.40111111,Off Rt. 694,67,Ridge and Valley,67i,Southern Dissected Ridges and Knobs,TH09,SWRO,Southwest,Bear Creek,N,TH,Bear Creek,0601010203,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020302,RL_6C_030535,IV,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CBLC002.90,6CBLC002.90_2015,36.6781,-81.5785,Off Rt. 603,66,Blue Ridge,66c,New River Plateau,TH04,SWRO,Southwest,Whitetop Laurel Creek-Big Laurel Creek,N,TH,Big Laurel Creek-Whitetop Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020201,RL_6C_027087,VI,,,Yes,,2,5.724275967,979,1743,1237.086645,156.1609789,764,0,59.69552231,14.77390875,6.802501821,59.69552231,3003.41,1373.08,118.244552,54.05829691,
,Ref,VDEQ_BUG,6CBRY000.78,,36.802339,-82.029247,Bryson Cove upstream of Rt. 689,67,Ridge and Valley,67h,Southern Sandstone Ridges,TH34,SWRO,Southwest,Brumley Creek,N,TH,Brumley Creek,0601010102,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101010206,RL_6C_016828,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CCMR004.65,6CCMR004.65_2018,36.721575,-81.477539,Rt. 650 off Rt. 16 S,66,Blue Ridge,66e,Southern Sedimentary Ridges,TH01,SWRO,Southwest,South Fork Holston River-Dickey Creek,N,TH,Dickey Creek-South Fork Holston River,0601010201,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020101,RL_6C_027882,VI,,,Yes,,1,1.949019959,885,1297,1073.488207,78.57556662,412,0.355126977,41.72073746,15.41990994,7.993828067,41.36561048,1320.95,1320.95,52.0059336,52.0059336,
,Ref,VDEQ_BUG,6CCOV002.54,6CCOV002.54_2012,36.6525,-82.36305556,Southwest of Baker Cemetery,67,Ridge and Valley,67g,Southern Shale Valleys,TH40,SWRO,Southwest,Cove Creek,N,TH,Cove Creek,0601010103,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Scott,169,060101010306,,,,,,,3,17.98575271,417,782,559.6031026,68.19189347,365,0,54.7586441,15.27235603,7.544170133,54.7586441,6727.16,1101.96,264.8489619,43.3842754,
,Ref,VDEQ_BUG,6CFEA001.39,6CFEA001.39_2017,36.654908,-81.722903,Feathercamp Branch u/s of Rt. 58,66,Blue Ridge,66e,Southern Sedimentary Ridges,TH04,SWRO,Southwest,Whitetop Laurel Creek-Big Laurel Creek,N,TH,Big Laurel Creek-Whitetop Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101020201,RL_6C_019268,VI,,,Yes,,1,0.455391476,874,1155,1017.057891,56.92831025,281,1.463926196,37.83412933,20.21456708,7.021547842,36.37020314,2438.03,1144.62,95.9854849,45.06380386,
,Ref,VDEQ_BUG,6CGAS000.45,6CGAS000.45_2014,36.742,-82.1576,Rt. 625 off Rt. 700,67,Ridge and Valley,67g,Southern Shale Valleys,TH36,SWRO,Southwest,Smith Creek,N,TH,Smith Creek,0601010103,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101010302,RL_6C_010537,IV,,,,,2,6.641913527,439,788,615.7114138,65.64776292,349,0,43.21937943,14.07101918,7.099696913,43.21937943,2256.11,1122.25,88.82327631,44.18309473,
,Ref,VDEQ_BUG,6CHUR000.07,,36.721369,-81.487981,Off FR 84 nr Hurricane Ck Campground,66,Blue Ridge,66e,Southern Sedimentary Ridges,TH01,SWRO,Southwest,South Fork Holston River-Dickey Creek,N,TH,Dickey Creek-South Fork Holston River,0601010201,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020101,RL_6C_027906,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CLAL000.19,6CLAL000.19_2011,36.64944444,-81.82944444,Off Rt 58,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TH06,SWRO,Southwest,Laurel Creek-Beaverdam Creek,N,TH,Beaverdam Creek-Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101020203,,,,,,,4,161.1671226,556,1743,987.0865049,211.3263717,1187,0,59.69552231,16.01243226,8.365009288,59.69552231,57836.8,1072.35,2277.0406,42.21852674,
,Ref,VDEQ_BUG,6CLIB001.06,6CLIB001.06_2009,36.95861111,-81.47472222,near Goodwill Church,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TH25,SWRO,Southwest,Lick Creek-Lynn Camp Creek,N,TH,Lynn Camp Creek-Lick Creek,0601010101,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101010102,RL_6C_030522,IV,,,,,3,30.49802104,631,1344,841.893474,128.0665979,713,0,57.61985397,16.77699866,7.548747793,57.61985397,9669,1068.92,380.6694969,42.08348729,
,Ref,VDEQ_BUG,6CLIB005.31,6CLIB005.31_2018,36.991347,-81.443069,Off Rt. 621,67,Ridge and Valley,67h,Southern Sandstone Ridges,TH25,SWRO,Southwest,Lick Creek-Lynn Camp Creek,N,TH,Lynn Camp Creek-Lick Creek,0601010101,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101010102,RL_6C_030675,IV,,,,,3,21.63726793,658,1344,871.7088745,133.1226601,686,0,48.04720688,16.61395578,7.487863293,48.04720688,7534.39,1065.69,296.6296877,41.95632187,
,Ref,VDEQ_BUG,6CMFH045.83,,36.85388889,-81.48083333,Rt. 693 above Marion,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TH10,SWRO,Southwest,Middle Fork Holston River-Staley Creek,N,TH,Staley Creek-Middle Fork Holston River,0601010203,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020303,RL_6C_028221,V,PWS,Yes,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CPNN000.43,,36.66485,-81.62505,Off Rt. 603,66,Blue Ridge,66c,New River Plateau,TH04,SWRO,Southwest,Whitetop Laurel Creek-Big Laurel Creek,N,TH,Big Laurel Creek-Whitetop Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020201,RL_6C_027059,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CSFH082.78,6CSFH082.78_2010,36.67805556,-81.79,East of Route 91,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TH03,SWRO,Southwest,South Fork Holston River-Mill Creek,N,TH,Mill Creek-South Fork Holston River,0601010201,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101020103,,,,,,,5,134.7748312,562,1415,835.8306368,163.3767149,853,0,62.9586792,12.23979706,8.14067661,62.9586792,42878.51,1038.23,1688.131227,40.87521892,
,Ref,VDEQ_BUG,6CSFH099.18,6CSFH099.18_2010,36.77472222,-81.60888889,Southeast of River Bend Cemetery,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,TH02,SWRO,Southwest,South Fork Holston River-Rowland Creek,N,TH,Rowland Creek-South Fork Holston River,0601010201,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Smyth,173,060101020102,RL_6C_027517,IV,,,,,4,74.14416016,654,1415,916.9396675,143.5398943,761,0,62.9586792,13.2314987,8.04422044,62.9586792,25527.62,1078.88,1005.024952,42.47561349,
,Ref,VDEQ_BUG,6CSGT000.39,,36.64611111,-81.73416667,Rt 58 bridge 1085 near Appalachian Trail,66,Blue Ridge,66e,Southern Sedimentary Ridges,TH04,SWRO,Southwest,Whitetop Laurel Creek-Big Laurel Creek,N,TH,Big Laurel Creek-Whitetop Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101020201,RL_6C_019287,V,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CWLC000.79,,36.62583333,-81.75611111,RR trestle on VA Creeper off US 58,66,Blue Ridge,66e,Southern Sedimentary Ridges,TH04,SWRO,Southwest,Whitetop Laurel Creek-Big Laurel Creek,N,TH,Big Laurel Creek-Whitetop Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101020201,RL_6C_019290,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,6CWLC010.20,,36.6475,-81.67194445,"ROUTE 728, ABOVE RR TRESTLE (WASHINGTON",66,Blue Ridge,66c,New River Plateau,TH04,SWRO,Southwest,Whitetop Laurel Creek-Big Laurel Creek,N,TH,Big Laurel Creek-Whitetop Laurel Creek,0601010202,Tennessee and Big Sandy River Basin,6C,Tennessee-Holston,Washington,191,060101020201,,,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-CRK020.79,,36.67583333,-80.81166667,near Woodlawn bridge #6490 on Rt 620,66,Blue Ridge,66c,New River Plateau,NE20,SWRO,Southwest,Crooked Creek-Cranberry Creek,N,NE,Cranberry Creek-Crooked Creek,0505000107,New River Basin,9,New,Carroll,035,050500010703,RL_09_035767,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-ECM001.01,9-ECM001.01_2011,36.71694444,-81.27069445,Unpaved road off Rt 658,66,Blue Ridge,66c,New River Plateau,NE13,SWRO,Southwest,Elk Creek-Stone Creek,N,NE,Stone Creek-Elk Creek,0505000105,New River Basin,9,New,Grayson,077,050500010502,RL_09_029262,IV,v,,,,2,1.976208659,888,1266,1032.801112,86.64463525,378,0,41.46482849,12.70219568,6.736567097,41.46482849,5019.84,1254.96,197.6316028,49.4079007,
,Ref,VDEQ_BUG,9-FXC017.18,,36.69722222,-81.50833333,Upstream of horsecamp at AT,66,Blue Ridge,66d,Southern Crystalline Ridges and Mountains,NE05,SWRO,Southwest,Fox Creek-Laurel Creek,N,NE,Laurel Creek-Fox Creek,0505000103,New River Basin,9,New,Grayson,077,050500010303,RL_09_027125,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-GRP001.29,,36.97777778,-81.21083333,North of Route 656,67,Ridge and Valley,67i,Southern Dissected Ridges and Knobs,NE26,SWRO,Southwest,Reed Creek-Hutson Branch,N,NE,Hutson Branch-Reed Creek,0505000109,New River Basin,9,New,Wythe,197,050500010901,,,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-LLK005.44,,36.74575,-80.553519,Laurel Fork along Rt. 630,66,Blue Ridge,66c,New River Plateau,NE35,SWRO,Southwest,Laurel Fork,N,NE,Laurel Fork,0505000113,New River Basin,9,New,Carroll,035,050500011301,RL_09_044878,VI,,,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-LVR007.16,9-LVR007.16_2014,36.5681,-81.0294,"White Pine Drive, NC",66,Blue Ridge,66c,New River Plateau,NE11,SWRO,Southwest,Little River-Crab Creek,N,NE,Crab Creek-Little River,0505000104,New River Basin,9,New,Grayson,077,050500010407,RL_09_033567,IV,v,,,,4,101.0578853,713,865,766.0094477,26.43596555,152,0.355126977,39.08277893,13.21547485,6.888408643,38.72765195,36627.33,1137.57,1442.021645,44.78624466,
,Ref,VDEQ_BUG,9-LWL000.98,9-LWL000.98_2017,36.630428,-81.399906,Little Wilson Creek along Rt. 16,66,Blue Ridge,66c,New River Plateau,NE03,SWRO,Southwest,Wilson Creek,N,NE,Wilson Creek,0505000103,New River Basin,9,New,Grayson,077,050500010301,RL_09_027309,VI,,,Yes,,2,6.342365664,818,1399,985.0159084,147.9502889,581,0,35.66938019,10.8636456,6.087665004,35.66938019,2778.3,1193.78,109.3819488,46.99923798,
,Ref,VDEQ_BUG,9-MER002.99,9-MER002.99_2008,37.00666667,-80.95611111,South of Cove Mtn Lookout,67,Ridge and Valley,67h,Southern Sandstone Ridges,NE31,SWRO,Southwest,Reed Creek-Miller Creek,N,NE,Miller Creek-Reed Creek,0505000110,New River Basin,9,New,Wythe,197,050500011003,,,,,,,2,3.332201883,680,1022,766.8168629,70.97131297,342,0,39.71874619,11.20635321,7.09030824,39.71874619,955.69,955.69,37.62561087,37.62561087,
,Ref,VDEQ_BUG,9-SDR000.02,,37.19361111,-80.89083333,Off Rt. 671,67,Ridge and Valley,67h,Southern Sandstone Ridges,NE70,SWRO,Southwest,Kimberling Creek-Dismal Creek,N,NE,Dismal Creek-Kimberling Creek,0505000201,New River Basin,9,New,Giles,071,050500020105,RL_09_039713,VI,"PWS, u",Yes,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-SFK003.38,9-SFK003.38_2010,36.99055556,-81.19333333,North of Favonia off 21/52 in Nat'l Fst,67,Ridge and Valley,67i,Southern Dissected Ridges and Knobs,NE27,SWRO,Southwest,Stony Fork,N,NE,Stony Fork,0505000109,New River Basin,9,New,Wythe,197,050500010902,RL_09_032097,V,,,Yes,,3,16.02748038,702,1216,863.2399201,110.9909192,514,0,58.35778046,15.63813844,7.537268022,58.35778046,5248.06,1037.55,206.616647,40.84844726,
,Ref,VDEQ_BUG,9-WFC034.82,,37.17972222,-81.19083333,At Camp Roland,67,Ridge and Valley,67h,Southern Sandstone Ridges,NE78,SWRO,Southwest,Upper Wolf Creek,N,NE,Upper Wolf Creek,0505000204,New River Basin,9,New,Bland,021,050500020403,,,,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,9-WLS001.78,9-WLS001.78_2015,36.5905,-81.3507,Off Rt. 16,66,Blue Ridge,66c,New River Plateau,NE03,SWRO,Southwest,Wilson Creek,N,NE,Wilson Creek,0505000103,New River Basin,9,New,Grayson,077,050500010301,RL_09_028400,VI,,,Yes,,3,32.03948468,761,1685,1080.889943,226.0790269,924,0,52.30710983,12.23679221,6.221912247,52.30710983,10830.97,1198.7,426.416372,47.19293887,
,Ref,VDEQ_BUG,9-WLS006.45,,36.62166667,-81.400555550000007,West of Volney,66,Blue Ridge,66c,New River Plateau,NE03,SWRO,Southwest,Wilson Creek,N,NE,Wilson Creek,0505000103,New River Basin,9,New,Grayson,077,050500010301,,,,,,,,,,,,,,,,,,,,,,,
,Int,VDEQ_BUG,6ACNR017.24,,37.09861111,-82.47333333,Off Rt. 637,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS33,SWRO,Southwest,Cranesnest River-John W Flannagan Reservoir-Lick Fork,N,BS,Lick Fork-John W Flannagan Reservoir,0507020205,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Dickenson,051,050702020506,RL_6A_012800,IV,,,,,,,,,,,,,,,,,,,,,
,Int,VDEQ_BUG,6ACNR021.72,,37.06333333,-82.49,Bridge #6031 on Rt 634 off Rt 72,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS33,SWRO,Southwest,Cranesnest River-John W Flannagan Reservoir-Lick Fork,N,BS,Lick Fork-John W Flannagan Reservoir,0507020205,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Dickenson,051,050702020506,RL_6A_012629,IV,,,,,,,,,,,,,,,,,,,,,
,Int,VDEQ_BUG,6ACNW000.07,6ACNW000.07_2014,37.3507,-82.2091,Rt. 610 off Rt. 460 near Conaway WWTP,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS15,SWRO,Southwest,Levisa Fork-Feds Creek,N,BS,Feds Creek-Levisa Fork,0507020202,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020202,RL_6A_025409,IV,,,,,2,7.542677397,277,684,489.0861593,81.02713623,407,0,48.24167252,24.54263524,8.021195196,48.24167252,2289.29,1126.56,90.12957623,44.35277986,
,Int,VDEQ_BUG,6ACRC000.19,,37.040089,-82.374289,On Rt. 652 off Rt. 63,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS22,SWRO,Southwest,Open Fork,N,BS,Open Fork,0507020203,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Dickenson,051,050702020301,RL_6A_013168,IV,,,,,,,,,,,,,,,,,,,,,
,Int,VDEQ_BUG,6ADIS007.27,,37.247439,-81.964139,Dismal Creek along Rt. 638,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS11,SWRO,Southwest,Lower Dismal Creek,N,BS,Lower Dismal Creek,0507020201,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020104,RL_6A_026285,V,,,Yes,,,,,,,,,,,,,,,,,,
,Int,VDEQ_BUG,6ADIS017.94,,37.23555556,-81.85555556,"ROUTE 638 ABOVE WHITEWOOD, VIRGINIA (BUC",69,Central Appalachians,69d,Dissected Appalachian Plateau,BS10,SWRO,Southwest,Upper Dismal Creek,N,BS,Upper Dismal Creek,0507020201,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020103,RL_6A_024446,V,,,Yes,,,,,,,,,,,,,,,,,,
,Int,VDEQ_BUG,6ADIS022.34,6ADIS022.34_2013,37.23916667,-81.80166667,Off Rt. 613 near CNX gas facility,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS10,SWRO,Southwest,Upper Dismal Creek,N,BS,Upper Dismal Creek,0507020201,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020103,RL_6A_024460,V,,,Yes,,1,8.083377993,572,930,765.8304984,71.18512854,358,0,48.46469879,19.42533234,7.296951175,48.46469879,2412.85,1223.08,94.99414579,48.15278191,
,Int,VDEQ_BUG,6ADOT000.46,6ADOT000.46_2010,37.05166667,-82.54638889,South of Bold Camp Mtn off SR 635,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS32,SWRO,Southwest,Birchfield Creek,N,BS,Birchfield Creek,0507020205,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Wise,195,050702020505,RL_6A_011478,IV,,,,,3,8.856517481,506,861,713.5000709,72.48559958,355,0,51.23697281,14.70657825,7.244146736,51.23697281,2317.84,1151.52,91.25359258,45.33545755,
,Int,VDEQ_BUG,6AGRF002.36,6AGRF002.36_2012,37.1625,-82.01694444,Off Route 624,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS08,SWRO,Southwest,Garden Creek,N,BS,Garden Creek,0507020201,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020101,RL_6A_023254,IV,,,,,3,11.08373513,480,863,665.7942077,73.64600604,383,0,44.85367203,20.36085741,8.03330748,44.85367203,2401.34,1180.22,94.54099593,46.46537942,
,Int,VDEQ_BUG,6AGSS002.37,6AGSS002.37_2018,37.310958,-82.288858,On Rt. 610 off Rt. 80,69,Central Appalachians,69d,Dissected Appalachian Plateau,BS35,SWRO,Southwest,Russell Fork-Beaver Creek,N,BS,Beaver Creek-Russell Fork,0507020207,Tennessee and Big Sandy River Basin,6A,Tennessee-Big Sandy,Buchanan,027,050702020703,RL_6A_025019,IV,PWS,Yes,,,2,6.373116422,332,665,491.0086891,63.34676636,333,0,46.37293625,24.20229532,8.315871209,46.37293625,3509.85,1171.84,138.1831455,46.13545798,
