"SampleN","StationID","BenSampID","RepNum","Collection Date","Sample Comments","Collected By","Field Team","Entered By","Taxonomist","Entered Date","Gradient","Target Count","Season"
1,"1BSTH005.36","STH1341",1,2010-09-21 09:00:00,NA,"WILLIAMJ VAN WART","bvw, rtt, jp","BVW","WILLIAMJ VAN WART",2020-07-30 17:19:54,"Riffle",200,"Fall"
1,"6BPAT000.13","PAT1833",1,2011-05-18 11:15:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2011-11-10 00:00:00,"Riffle",200,"Spring"
1,"6AMCR005.94","MCR3538",1,2012-05-07 11:45:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2013-01-04 00:00:00,"Riffle",200,"Spring"
1,"6BPAT000.13","PAT2807",1,2011-10-26 13:45:00,"Replicated Sample","LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2012-07-18 00:00:00,"Riffle",200,"Fall"
1,"4ABDB004.35","BDB2917",1,2012-03-20 11:00:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2012-08-20 00:00:00,"MACS",200,"Spring"
1,"5AMLL000.03","MLL3579",1,2012-04-10 11:00:00,NA,"KELLYJ HAZLEGROVE","mjs","MSJ","MIKEJ SHAVER",2013-01-10 00:00:00,"MACS",200,"Spring"
1,"1BBGR004.08","BGR1690",1,2011-04-20 10:45:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2011-08-10 00:00:00,"Riffle",200,"Spring"
1,"4ASRE033.19","SRE2198",1,2011-06-06 10:50:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2012-01-23 00:00:00,"Riffle",200,"Spring"
1,"5AFON025.64","FON1659",1,2010-11-17 10:30:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2011-07-25 00:00:00,"MACS",200,"Fall"
1,"1ACON002.88","CON1513",1,2010-11-22 12:15:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2011-06-28 00:00:00,"MACS",200,"Fall"
1,"7-XER001.03","XERTRO2",1,2011-11-02 09:30:00,NA,"ANTONEG SILVIA","AGS, NAB","AGS","ANTONEG SILVIA",2012-06-06 00:00:00,"MACS",200,"Fall"
1,"8-RIG004.13","RIG2223",1,2011-11-03 11:30:00,NA,"GREGW BROWN","WGB/JMC","WGB","GREGW BROWN",2012-02-14 00:00:00,"Riffle",200,"Fall"
1,"9-PTY001.72","PTY2790",1,2011-11-21 12:30:00,NA,"GEORGEJ DEVLIN","RDM, GJD","GJD","GEORGEJ DEVLIN",2012-07-17 00:00:00,"Riffle",200,"Fall"
1,"9-BMK001.11","BMK2189",1,2011-05-18 15:10:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2012-01-17 00:00:00,"Riffle",200,"Spring"
1,"5ASNY003.19","SNY2204",1,2011-05-23 11:45:00,NA,"WILLIAMG SHANABRUCH","WGS","WHS","WARRENH SMIGO",2012-01-25 00:00:00,"MACS",200,"Spring"
1,"5ALLD001.54","LLD1529",1,2010-10-08 12:40:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2011-07-05 00:00:00,"MACS",200,"Fall"
1,"9-SNC008.04","SNC1524",1,2010-09-29 11:00:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2011-07-05 00:00:00,"Riffle",200,"Fall"
1,"2-KRR001.54","KRR2353",1,2011-10-27 11:15:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2012-03-14 00:00:00,"Riffle",200,"Fall"
1,"2-MIS000.04","MIS1756",1,2011-05-23 13:10:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2011-08-25 00:00:00,"Riffle",200,"Spring"
1,"2-MIS000.04","MIS2358",1,2011-10-19 13:30:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2012-03-14 00:00:00,"Riffle",200,"Fall"
1,"2-MRY016.62","MRY1759",1,2011-06-06 14:15:00,NA,"ROBERT (TED)T TURNER","rtt","RTT","ROBERT (TED)T TURNER",2011-08-25 00:00:00,"Riffle",200,"Spring"
1,"2-STH000.21","STH2385",1,2011-10-19 11:20:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2012-03-15 00:00:00,"Riffle",200,"Fall"
1,"2-TYE020.67","TYE2388",1,2011-10-24 12:00:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2012-03-15 00:00:00,"Riffle",200,"Fall"
1,"7-ASW008.88","ASWTRO1",1,2011-06-16 11:50:00,NA,"ANTONEG SILVIA","AGS, CMR","AGS","ANTONEG SILVIA",2011-11-30 00:00:00,"MACS",200,"Outside Sample Window"
1,"5AMHN098.80","MHN3327",1,2012-05-16 14:00:00,NA,"WILLIAMG SHANABRUCH","WGS","WGS","WILLIAMG SHANABRUCH",2012-11-05 00:00:00,"MACS",200,"Spring"
1,"7-XEQ000.85","XEQ2614",1,2011-09-29 11:20:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2012-03-22 00:00:00,"MACS",200,"Fall"
1,"2-JKS030.65","JKS2237",1,2011-08-22 09:50:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2012-02-17 00:00:00,"Riffle",200,"Fall"
1,"8-BLC002.88","BLC3356",1,2012-05-24 11:30:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2012-11-15 00:00:00,"MACS",200,"Spring"
1,"3-ROB017.24","ROB3461",1,2012-05-22 12:30:00,"Bedrock in riffles; swan!","GREGW BROWN","WGB","WGB","GREGW BROWN",2012-12-13 00:00:00,"Riffle",200,"Spring"
1,"5AFRC011.93","FRC4043",1,2012-09-25 11:30:00,NA,"MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2013-03-07 00:00:00,"MACS",200,"Fall"
1,"1AELC001.39","ELC4009",1,2012-10-16 13:45:00,"Bright green carpet-like algae mats on most rocks; high pH; looks to have been very high recently and very low (drought); lots of damsel/dragon flies in riffles!","JEANNEM CLASSEN","JMC","JMC","JEANNEM CLASSEN",2013-02-25 00:00:00,"Riffle",200,"Fall"
1,"4AWPP002.53","WPP2702",1,2011-11-10 12:15:00,NA,"MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2012-06-07 00:00:00,"MACS",200,"Fall"
1,"2-BLB002.23","BLB1515",1,2010-11-17 13:00:00,NA,"WILLIAMG SHANABRUCH","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2011-06-28 00:00:00,"MACS",200,"Fall"
1,"2-PCT002.46","PCT2087",1,2011-04-20 13:10:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2011-11-22 00:00:00,"Riffle",200,"Spring"
1,"3-BMS002.00","BMS1667",1,2010-11-22 13:20:00,NA,"WARRENH SMIGO","WHS WGS","WHS","WARRENH SMIGO",2011-07-26 00:00:00,"MACS",200,"Fall"
1,"4AXOD000.38","XOD2659",1,2011-10-11 10:30:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2012-05-14 00:00:00,"MACS",200,"Fall"
1,"5ACHS006.33","CHS3556",1,2012-05-09 12:20:00,NA,"MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2013-01-09 00:00:00,"Riffle",200,"Spring"
1,"5AKIT000.67","KIT3554",1,2012-05-10 12:40:00,NA,"MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2013-01-09 00:00:00,"Riffle",200,"Spring"
1,"9-BCK015.88","BCK3638",1,2011-11-21 10:00:00,NA,"GEORGEJ DEVLIN","RDM","RDM","RICHARD (DREW)D MILLER",2013-01-29 00:00:00,"Riffle",200,"Fall"
1,"9-PKC007.80","PKC2260",1,2011-05-18 11:40:00,NA,"GEORGEJ DEVLIN","gjd","RDM","RICHARD (DREW)D MILLER",2012-02-23 00:00:00,"Riffle",200,"Spring"
1,"9-PKC011.11","PKC2261",1,2011-05-18 13:45:00,NA,"GEORGEJ DEVLIN","gjd","RDM","RICHARD (DREW)D MILLER",2012-02-23 00:00:00,"Riffle",200,"Spring"
1,"5ASTG002.18","STG2097",1,2011-05-24 12:50:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2011-11-22 00:00:00,"MACS",200,"Spring"
1,"2-RVN033.65","RVN2381",1,2011-11-04 14:00:00,NA,"ROBERT (TED)T TURNER","rtt","RTT","ROBERT (TED)T TURNER",2012-03-15 00:00:00,"Riffle",200,"Fall"
1,"4AEKH003.68","EKH3295",1,2012-03-22 13:15:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2012-09-20 00:00:00,"Riffle",200,"Spring"
1,"6CBER004.10","BER2822",1,2011-10-17 11:37:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2012-07-19 00:00:00,"Riffle",200,"Fall"
1,"2-XVX000.62","XVX2608",1,2011-12-01 11:00:00,NA,"WILLIAMG SHANABRUCH","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2012-03-21 00:00:00,"MACS",200,"Fall"
1,"2DNBX002.33","NBX2154",1,2011-03-29 12:30:00,NA,"WILLIAMG SHANABRUCH","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2011-12-02 00:00:00,"MACS",200,"Spring"
1,"5AMSA001.80","PBMSATRO1",1,2011-05-05 10:25:00,NA,"ANTONEG SILVIA","AGS, CMR","AGS","ANTONEG SILVIA",2011-11-30 00:00:00,"MACS",200,"Spring"
1,"5ASTO022.61","STO3421",1,2012-05-16 11:00:00,NA,"WILLIAMG SHANABRUCH","WGS","WHS","WARRENH SMIGO",2012-11-20 00:00:00,"MACS",200,"Spring"
1,"2BBYR000.08","BYR2155",1,2011-06-30 12:30:00,NA,"WILLIAMG SHANABRUCH","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2011-12-02 00:00:00,"MACS",200,"Outside Sample Window"
1,"2-GIL000.42","GIL726",1,2010-09-01 14:00:00,NA,"MARKS ALLING","WGS","WGS","WILLIAMG SHANABRUCH",2020-07-30 17:19:58,"MACS",200,"Fall"
1,"8-OWN000.48","OWN3467",1,2012-06-06 12:15:00,NA,"JEANNEM CLASSEN","WGB/JMC","JMC","JEANNEM CLASSEN",2012-12-13 00:00:00,"Riffle",200,"Spring"
1,"5AXED000.75","PBXEDTRO1",1,2012-06-07 10:50:00,NA,"ANTONEG SILVIA","AGS, CMR, NAB","AGS","ANTONEG SILVIA",2012-10-17 00:00:00,"MACS",200,"Spring"
1,"3-GRT001.70","GRT3435",1,2012-06-11 11:15:00,"Algal tufts covering most surfaces; low flow","JEANNEM CLASSEN","JMC/JDL","JMC","JEANNEM CLASSEN",2012-11-30 00:00:00,"Riffle",200,"Spring"
1,"4AGSH001.28","GSH3350",1,2012-05-08 09:45:00,NA,"GEORGEJ DEVLIN","GJD, RDM","GJD","GEORGEJ DEVLIN",2012-11-14 00:00:00,"Riffle",200,"Spring"
1,"2-JKS023.61","JKS2219",1,2011-08-23 09:45:00,NA,"GEORGEJ DEVLIN","RDM","GJD","GEORGEJ DEVLIN",2012-02-10 00:00:00,"Riffle",200,"Fall"
1,"3-LIA003.14","LIA4887",1,2013-04-11 10:30:00,"Long, dark green filamentous algae on most rocks; ""urbia"" substrate i.e. bricks, trash, concrete blocks; not a lot of flow (dry in summer?)","JEANNEM CLASSEN","JMC/CTQ","JMC","JEANNEM CLASSEN",2014-01-09 00:00:00,"Riffle",200,"Spring"
1,"2-JMS115.29","JMS3770",1,2012-09-14 14:00:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2013-02-07 00:00:00,"Riffle",200,"Fall"
1,"3-COV001.95","COV3301",1,2012-04-19 12:15:00,NA,"GREGW BROWN","WGB/JMC","JMC","JEANNEM CLASSEN",2012-09-24 00:00:00,"Riffle",200,"Spring"
1,"3-HUE000.20","HUE4017",1,2012-11-19 14:30:00,"High pH; lots of dying/dead algae covering bottom","GREGW BROWN","WGB/JMC","JMC","JEANNEM CLASSEN",2013-02-27 00:00:00,"Riffle",200,"Fall"
1,"1ACOW000.38","COW4012",1,2012-10-10 12:30:00,NA,"WARRENH SMIGO","WHS WGS","WHS","WARRENH SMIGO",2013-02-25 00:00:00,"MACS",200,"Fall"
1,"3-PIS008.15","PIS3786",1,2012-10-10 14:00:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2013-02-07 00:00:00,"MACS",200,"Fall"
1,"8-LTL009.54","LTL5714",1,2013-11-13 11:00:00,NA,"WARRENH SMIGO","WHS WGS","WHS","WARRENH SMIGO",2014-08-19 00:00:00,"Riffle",200,"Fall"
1,"4AXMP000.44","XMP5597",1,2014-04-28 10:55:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2014-06-30 00:00:00,"MACS",200,"Spring"
1,"6BSNY005.68","SNY2821",1,2011-10-27 12:35:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2012-07-19 00:00:00,"Riffle",200,"Fall"
1,"6BCOC001.19","COC2804",1,2011-10-27 09:15:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2012-07-18 00:00:00,"Riffle",200,"Fall"
1,"4ACAS003.45","CAS2731",1,2012-05-02 12:30:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2012-06-11 00:00:00,"Riffle",200,"Spring"
1,"4AMEY006.72","MEY4788",1,2013-04-23 10:15:00,NA,"KELLYJ HAZLEGROVE","MJS","MSJ","MIKEJ SHAVER",2014-01-03 00:00:00,"Riffle",200,"Spring"
1,"4APDA000.35","PDA3811",1,2012-10-03 09:58:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-02-13 00:00:00,"MACS",200,"Fall"
1,"6CBER004.10","BER3584",1,2012-11-13 14:35:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2013-01-15 00:00:00,"Riffle",200,"Fall"
1,"2-JKS013.29","JKS4146",1,2012-10-11 13:31:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2013-04-03 00:00:00,"Riffle",200,"Fall"
1,"6AMCR000.55","MCR4550",1,2013-05-30 12:00:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2013-09-10 00:00:00,"Riffle",200,"Spring"
1,"6ADIS022.34","DIS5224",1,2013-10-01 13:00:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2014-03-07 00:00:00,"Riffle",200,"Fall"
1,"2-HUS002.24","HUS5306",1,2013-12-03 10:35:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2014-03-20 00:00:00,"Riffle",200,"Fall"
1,"4ALPP004.52","LPP4813",1,2013-04-25 12:30:00,NA,"KELLYJ HAZLEGROVE","mjs","MSJ","MIKEJ SHAVER",2014-01-06 00:00:00,"Riffle",200,"Spring"
1,"2-BFC001.11","BFC4684",1,2013-05-01 13:40:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-12-09 00:00:00,"MACS",200,"Spring"
1,"2DBRI007.10","BRI4582",1,2013-05-01 10:10:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-09-18 00:00:00,"MACS",200,"Spring"
1,"6ASAT011.43","SAT4556",1,2013-04-10 13:30:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2013-09-11 00:00:00,"Riffle",200,"Spring"
1,"4ABDB004.35","BDB3563",1,2012-10-17 10:45:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-01-09 00:00:00,"MACS",200,"Fall"
1,"4ABAN057.85","BAN4954",1,2013-09-12 10:15:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2014-01-14 00:00:00,"Riffle",200,"Fall"
1,"2-SUA001.54","SUA5305",1,2013-11-19 12:05:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2014-03-20 00:00:00,"Riffle",200,"Fall"
1,"6ASAT011.43","SAT5228",1,2013-10-01 11:00:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2014-03-10 00:00:00,"Riffle",200,"Fall"
1,"2-BYN001.90","BYN5792",1,2014-05-07 11:30:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2014-09-04 00:00:00,"Riffle",200,"Spring"
1,"6CSPO001.45","SPO5940",1,2014-05-07 13:30:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2014-11-17 00:00:00,"Riffle",200,"Spring"
1,"1BFDY000.02","FDY2891",1,2012-04-02 14:15:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2012-08-17 00:00:00,"Riffle",200,"Spring"
1,"1BTMB000.54","TMB2914",1,2012-04-02 14:15:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2012-08-20 00:00:00,"Riffle",200,"Spring"
1,"1BBCK000.78","BCK2877",1,2012-04-10 12:30:00,NA,"WILLIAMJ VAN WART","bvw","RTT","ROBERT (TED)T TURNER",2012-08-16 00:00:00,"Riffle",200,"Spring"
1,"1BCST007.42","CST2889",1,2012-04-10 10:30:00,NA,"WILLIAMJ VAN WART","bvw","BVW","WILLIAMJ VAN WART",2012-08-17 00:00:00,"Riffle",200,"Spring"
1,"1BCDR045.30","CDR2881",1,2012-04-11 14:20:00,NA,"WILLIAMJ VAN WART","bvw","RTT","ROBERT (TED)T TURNER",2012-08-16 00:00:00,"Riffle",200,"Spring"
1,"6ACNW000.07","CNW5836",1,2014-03-12 12:30:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2014-09-19 00:00:00,"Riffle",200,"Spring"
1,"1BSTH002.14","STH2913",1,2012-05-08 11:30:00,NA,"WILLIAMJ VAN WART","bvw, rtt","RTT","ROBERT (TED)T TURNER",2012-08-20 00:00:00,"Riffle",200,"Spring"
1,"1BSSF100.10","SSF2912",1,2012-05-29 11:15:00,NA,"WILLIAMJ VAN WART","bvw, rtt, lkb","BVW","WILLIAMJ VAN WART",2012-08-20 00:00:00,"Riffle",200,"Spring"
1,"4ASDE002.18","SDE2918",1,2012-04-11 11:00:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2012-08-20 00:00:00,"MACS",200,"Spring"
1,"2-MWC000.60","MWC3880",1,2012-09-24 13:20:00,NA,"WILLIAMJ VAN WART","bvw","RTT","ROBERT (TED)T TURNER",2013-02-20 00:00:00,"Riffle",200,"Fall"
1,"1BHPY001.29","HPY3827",1,2012-10-16 11:30:00,NA,"WILLIAMJ VAN WART","bvw","RTT","ROBERT (TED)T TURNER",2013-02-14 00:00:00,"Riffle",200,"Fall"
1,"2-IVC005.19","IVC3873",1,2012-10-18 12:20:00,NA,"WILLIAMJ VAN WART","bvw","RTT","ROBERT (TED)T TURNER",2013-02-20 00:00:00,"Riffle",200,"Fall"
1,"2-WTN002.50","WTN4578",1,2013-04-11 12:00:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-09-17 00:00:00,"Riffle",200,"Spring"
1,"4AJHN000.01","JHN4366",1,2012-10-02 12:00:00,"Replaces JHN4142 due to incorrect sample date in EDAS for JHN4142 (gjd)","RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2013-08-05 00:00:00,"Riffle",200,"Fall"
1,"2-LIJ003.06","LIJ4450",1,2013-03-27 13:00:00,NA,"WILLIAMJ VAN WART","bvw, rtt, tmw","RTT","ROBERT (TED)T TURNER",2013-08-28 00:00:00,"Riffle",200,"Spring"
1,"6BLSR004.22","LSR4022",1,2012-11-14 13:20:00,"Put and take trout stream.","LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2013-02-28 00:00:00,"Riffle",200,"Fall"
1,"6ACNR017.24","CNR4135",1,2012-11-14 11:45:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2013-04-01 00:00:00,"Riffle",200,"Fall"
1,"4AFRV017.85","FRV4811",1,2013-04-09 12:30:00,NA,"KELLYJ HAZLEGROVE","mjs","MSJ","MIKEJ SHAVER",2014-01-06 00:00:00,"MACS",200,"Spring"
1,"2-TNR000.25","TNR4725",1,2013-05-23 09:25:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-12-19 00:00:00,"Riffle",200,"Spring"
1,"4AFRY006.08","FRY5227",1,2013-05-28 14:30:00,"Vial dropped and broken.  Therefore, no sample exists in storage.","RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2014-03-07 00:00:00,"MACS",200,"Spring"
1,"6BLTL003.31","LTL3625",1,2012-09-26 14:10:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2013-01-28 00:00:00,"Riffle",200,"Fall"
1,"4ALYH000.50","LYH3561",1,2012-10-15 14:00:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-01-09 00:00:00,"Riffle",200,"Fall"
1,"4ASRE033.19","SRE4163",1,2012-10-03 11:00:00,NA,"RICHARD (DREW)D MILLER","RDM, MRD","RDM","RICHARD (DREW)D MILLER",2013-04-05 00:00:00,"Riffle",200,"Fall"
1,"4ASRE031.00","SRE4170",1,2012-10-03 12:15:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2013-04-18 00:00:00,"Riffle",200,"Fall"
1,"2BXRK001.64","XRK3904",1,2012-09-12 10:00:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2013-02-22 00:00:00,"Riffle",200,"Fall"
1,"2-JKS018.68","JKS2236",1,2011-08-23 16:30:00,NA,"GEORGEJ DEVLIN","RDM","GJD","GEORGEJ DEVLIN",2012-02-17 00:00:00,"Riffle",200,"Fall"
1,"4APGG011.14","PGG3454",1,2012-05-22 13:30:00,NA,"GEORGEJ DEVLIN","GD","GJD","GEORGEJ DEVLIN",2012-12-04 00:00:00,"Riffle",200,"Spring"
1,"3-XHU000.04","XHU2222",1,2011-11-02 11:45:00,NA,"GREGW BROWN","WGB/JMC","WGB","GREGW BROWN",2012-02-14 00:00:00,"MACS",200,"Fall"
1,"2-XVX000.62","XVX4801",1,2013-03-20 11:00:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2014-01-06 00:00:00,"Riffle",200,"Spring"
1,"4APEC002.42","PEC4785",1,2013-05-06 10:15:00,NA,"MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2014-01-03 00:00:00,"MACS",200,"Spring"
1,"4ATRD000.04","TRD4786",1,2013-05-06 12:15:00,NA,"MIKEJ SHAVER","MJS","MSJ","MIKEJ SHAVER",2014-01-03 00:00:00,"MACS",200,"Spring"
1,"4ABIR011.55","BIR4810",1,2013-04-18 12:00:00,NA,"MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2014-01-06 00:00:00,"Riffle",200,"Spring"
1,"6ABAR000.08","BAR5021",1,2013-09-17 12:50:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2014-02-12 00:00:00,"Riffle",200,"Fall"
1,"6APNK008.28","PNK4888",1,2013-09-17 11:50:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2014-01-09 00:00:00,"Riffle",200,"Fall"
1,"5AKIT002.65","KIT4769",1,2013-09-30 10:15:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2013-12-31 00:00:00,"Riffle",200,"Fall"
1,"1BNFS093.80","NFS5922",1,2014-05-29 09:00:00,NA,"ROBERT (TED)T TURNER","bvw, rtt","RTT","ROBERT (TED)T TURNER",2014-11-05 00:00:00,"Riffle",200,"Spring"
1,"1ASOA001.00","SOA2872",1,2012-03-21 11:50:00,NA,"WILLIAMJ VAN WART","bvw, kla","BVW","WILLIAMJ VAN WART",2012-08-16 00:00:00,"Riffle",200,"Spring"
1,"1BBLK005.62","BLK2879",1,2012-04-13 10:45:00,NA,"WILLIAMJ VAN WART","bvw","BVW","WILLIAMJ VAN WART",2012-08-16 00:00:00,"Riffle",200,"Spring"
1,"1BLOM000.24","LOM2896",1,2012-04-30 09:30:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2012-08-20 00:00:00,"Riffle",200,"Spring"
1,"2-RVN033.65","RVN2952",1,2012-05-04 13:10:00,NA,"WILLIAMJ VAN WART","bvw","BVW","WILLIAMJ VAN WART",2012-08-27 00:00:00,"Riffle",200,"Spring"
1,"2-PLC001.49","PLC3882",1,2012-09-24 11:30:00,NA,"WILLIAMJ VAN WART","bvw","BVW","WILLIAMJ VAN WART",2013-02-20 00:00:00,"Riffle",200,"Fall"
1,"2-XKL000.37","XKL3903",1,2012-09-24 10:30:00,NA,"WILLIAMJ VAN WART","bwv","BVW","WILLIAMJ VAN WART",2013-02-22 00:00:00,"Riffle",200,"Fall"
1,"2-SLE002.65","SLE6084",1,2014-04-28 12:30:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2014-11-26 00:00:00,"MACS",200,"Spring"
1,"4AJCR000.42","JCR5596",1,2014-04-28 11:45:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2014-06-30 00:00:00,"Riffle",200,"Spring"
1,"8-JKC005.80","JKC3802",1,2012-10-17 11:00:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2013-02-12 00:00:00,"MACS",200,"Fall"
1,"4AGSH001.28","GSH3643",1,2012-08-29 11:00:00,NA,"GEORGEJ DEVLIN","gjd","RDM","RICHARD (DREW)D MILLER",2013-01-29 00:00:00,"Riffle",200,"Fall"
1,"7-CAV001.62","CAV4920",1,2013-05-01 11:30:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2014-01-13 00:00:00,"MACS",200,"Spring"
1,"1AJEE002.22","JEE4440",1,2013-04-09 12:45:00,"Brown, ""dead"" filamentous algae over most of the bottom; some bright green algae","JEANNEM CLASSEN","JMC","JMC","JEANNEM CLASSEN",2013-08-26 00:00:00,"Riffle",200,"Spring"
1,"5AALN001.50","ALN6185",1,2014-05-20 12:00:00,NA,"WILLIAMG SHANABRUCH","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2014-12-05 00:00:00,"MACS",200,"Spring"
1,"1ALIM001.16","LIM2641",1,2011-09-29 12:15:00,NA,"GREGW BROWN","WGB/JMC","WGB","GREGW BROWN",2012-05-03 00:00:00,"Riffle",200,"Fall"
1,"2-CRT001.00","CRT3333",1,2012-05-14 12:30:00,NA,"WILLIAMG SHANABRUCH","WGS","WGS","WILLIAMG SHANABRUCH",2012-11-09 00:00:00,"MACS",200,"Spring"
